reconstruction,option,vs,d median lo,d median hi,d q05,d q95,CDF sup-norm
config_sampling,latin_hypercube,uniform_random,0.002171836937398419,0.0003582809865396719,0.0034747892738334896,0.00028853761060509964,0.06233333333333335
config_sampling,sobol,uniform_random,0.004197568927128192,0.0007164741511073158,0.004003704199663671,0.0005356134774069377,0.07733333333333325
config_sampling,interval_corners_plus_interior,uniform_random,0.010217038697607816,0.002404543963962613,0.013292653899875329,0.0003827086924772516,0.17666666666666664
nu_grid_scheme,linear,log,0.00021154337771989162,0.0012881866745589887,1.572703801300257e-05,0.002474223627581207,0.033333333333333326
nu_grid_scheme,gamma_quantile,log,0.0001436415378448519,3.919092300386229e-05,0.0005079144286067594,1.9800675788328448e-05,0.0076666666666667105
