reconstruction,option,median lo,median hi,q05 lo,q95 hi,envelope area
nu_grid_scheme,log,0.829849996220529,0.8557217044035682,0.7905863891387219,0.8852899712811063,0.026201666666666644
nu_grid_scheme,linear,0.8296384528428091,0.8544335177290092,0.7906021161767349,0.8828157476535251,0.024824999999999972
nu_grid_scheme,gamma_quantile,0.8297063546826842,0.8557608953265721,0.7910943035673287,0.885270170605318,0.026328333333333308
config_sampling,uniform_random,0.829849996220529,0.8557217044035682,0.7905863891387219,0.8852899712811063,0.026201666666666644
config_sampling,latin_hypercube,0.8320218331579274,0.8560799853901079,0.7940611784125554,0.8850014336705012,0.02360499999999998
config_sampling,sobol,0.8340475651476572,0.8564381785546755,0.7945900933383856,0.8847543578036994,0.022691666666666645
config_sampling,interval_corners_plus_interior,0.8196329575229212,0.8581262483675308,0.7772937352388466,0.8856726799735836,0.038646666666666635
